,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_Mw_c,Rxn_Mw_t,Rxn_Mw_p,Rxn_kcat,Rxn_genes_rules
431,GSPMDS,Glutathionylspermidine synthetase,Cytoplasmic,Arginine and Proline Metabolism,70532.0,0.0,0.0,4.2,b2988
432,GUAD,Guanine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,50244.0,0.0,0.0,2.7,b2883
433,TMAOR1,Trimethylamine N-oxide reductase (menaquinol 8),Inner Membrane,Oxidative Phosphorylation,144094.0,144094.0,30524.0,1203.0,(b0895 and b0896 and b0894) or (b1589 and b1590 and b1588 and b1587)
434,TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8),Inner Membrane,Oxidative Phosphorylation,144094.0,144094.0,30826.0,1203.0,b0895 and b0896 and b0894
435,DGK1_f,Deoxyguanylate kinase (dGMP:ATP),Cytoplasmic,Nucleotide Salvage Pathway,23593.0,0.0,0.0,510.0,b3648
436,DTMPK_f,DTMP kinase,Cytoplasmic,Nucleotide Salvage Pathway,23783.0,0.0,0.0,3.0,b1098
437,NDPK1_f,Nucleoside-diphosphate kinase (ATP:GDP),Cytoplasmic,Nucleotide Salvage Pathway,15463.0,0.0,0.0,458.5,b0474 or b2518
438,TRDR,Thioredoxin reductase (NADPH),Cytoplasmic,Oxidative Phosphorylation,46430.0,0.0,0.0,0.25,(b0888 and b3781) or (b2582 and b0888)
439,PGMT_f,Phosphoglucomutase,Cytoplasmic,Alternate Carbon Metabolism,20780.0,0.0,0.0,126.8,b2690 or b0688 or b1317
440,FRUK,Fructose-1-phosphate kinase,Cytoplasmic,Alternate Carbon Metabolism,33756.0,0.0,0.0,14.80483333,b2168
441,RHCCE,S-ribosylhomocysteine cleavage enzyme,Cytoplasmic,Methionine Metabolism,19416.0,0.0,0.0,0.4,b2687
442,KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase,Cytoplasmic,Alternate Carbon Metabolism,23445.0,0.0,0.0,54.25,b4196 or b3581
443,X5PL3E,L-xylulose 5-phosphate 3-epimerase,Cytoplasmic,Alternate Carbon Metabolism,32007.0,0.0,0.0,9201.8125,b4197 or b3582
444,DOGULNR,"2,3 dioxo-L-gulonate reductase",Cytoplasmic,Alternate Carbon Metabolism,36573.0,0.0,0.0,213.4339433,b3575
445,BETALDHx,Betaine-aldehyde dehydrogenase,Cytoplasmic,Unassigned,52911.0,0.0,0.0,49.465,b0312
446,BETALDHy,Betaine-aldehyde dehydrogenase,Cytoplasmic,Unassigned,52911.0,0.0,0.0,60.384,b0312
447,MLTG3,Maltodextrin glucosidase (maltopentaose),Cytoplasmic,Alternate Carbon Metabolism,69041.0,0.0,0.0,845.0,b0403
448,DKGLCNR1,"2,5-diketo-D-gluconate reductase",Cytoplasmic,Alternate Carbon Metabolism,29437.0,0.0,0.0,8.315,b3012 or b0207
449,NADTRHD,NAD transhydrogenase,Cytoplasmic,Oxidative Phosphorylation,51560.0,0.0,0.0,167.9,b3962
450,FMNRx2,FMN reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21253.0,0.0,0.0,263.2083333,b3844 or b0937 or (b2764 and b2763)
451,ACPS1,Acyl-carrier protein synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,14052.0,0.0,0.0,1.0,b2563 or b3475
452,EX_nmn_e_f,NMN exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
453,EX_urea_e_f,Urea exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
454,GMPS2,GMP synthase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,58679.0,0.0,0.0,0.43,b2507
455,AMPN,AMP nucleosidase,Cytoplasmic,Nucleotide Salvage Pathway,53995.0,0.0,0.0,60.66666667,b1982
456,GSNK,Guanosine kinase,Cytoplasmic,Nucleotide Salvage Pathway,48449.0,0.0,0.0,14.80483333,b0477
457,EX_f6p_e_f,D-fructose 6-phosphate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
458,ADCS,4-amino-4-deoxychorismate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,71742.0,0.0,0.0,0.67,b1812 and b3360
459,ADCL,4-aminobenzoate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,18777.0,0.0,0.0,0.82,b1096 or b4039
460,DHAPT,Dihydroxyacetone phosphotransferase,Cytoplasmic,Alternate Carbon Metabolism,184977.0,0.0,0.0,2.8,b1200 and b1198 and b2416 and b2415 and b1199
461,EX_lac__D_e_f,D-lactate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
462,UMPK_f,UMP kinase,Cytoplasmic,Nucleotide Salvage Pathway,24746.0,0.0,0.0,229.0,b0910 or b0171
463,DDPGALA_f,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Cytoplasmic,Alternate Carbon Metabolism,21391.0,0.0,0.0,0.94,b4477
464,DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),Cytoplasmic,Nucleotide Salvage Pathway,23457.0,0.0,0.0,2.0,b1238
465,UPPRT,Uracil phosphoribosyltransferase,Cytoplasmic,Nucleotide Salvage Pathway,22533.0,0.0,0.0,0.65,b2498
466,CTPS2,CTP synthase (glutamine),Cytoplasmic,Purine and Pyrimidine Biosynthesis,60374.0,0.0,0.0,3.851,b2780
467,NTD1,5'-nucleotidase (dUMP),Cytoplasmic,Nucleotide Salvage Pathway,20255.0,0.0,0.0,5.2,b2744 or b4374 or b2291 or b2361
468,NTD7,5'-nucleotidase (AMP),Cytoplasmic,Nucleotide Salvage Pathway,20255.0,0.0,0.0,750.0,b2744 or b2361 or b3399 or b0675
469,PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",Inner Membrane,Cell Envelope Biosynthesis,39875.0,39875.0,39875.0,5.315,b0087
470,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Cytoplasmic,Cell Envelope Biosynthesis,37815.0,0.0,0.0,0.64,b0090
471,EX_ttdcea_e_f,Tetradecenoate (n-C14:1) exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
472,F6PA_f,Fructose 6-phosphate aldolase,Cytoplasmic,Glycolysis/Gluconeogenesis,22997.0,0.0,0.0,25.7,b0825 or b3946
473,AGMHE,ADP-D-glycero-D-manno-heptose epimerase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,34893.0,0.0,0.0,9201.8125,b3619
474,GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,51051.0,0.0,0.0,370.0,b3052
475,EX_h2s_e_f,Hydrogen sulfide exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
476,EX_gthrd_e_f,Reduced glutathione exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
477,IDOND_f,L-idonate 5-dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,37147.0,0.0,0.0,213.4339433,b4267
478,IDOND2,L-indonate 5-dehydrogenase (NADP),Cytoplasmic,Alternate Carbon Metabolism,37147.0,0.0,0.0,7.3275,b4267
479,GLYCLTDx,Glycolate dehydrogenase (NAD),Cytoplasmic,Glyoxylate Metabolism,35343.0,0.0,0.0,27.275,b3553 or b1033
480,HPYRRy,Hydroxypyruvate reductase (NADPH),Cytoplasmic,Alternate Carbon Metabolism,35343.0,0.0,0.0,29.73333333,b1033 or b3553
481,ACODA,Acetylornithine deacetylase,Cytoplasmic,Arginine and Proline Metabolism,42347.0,0.0,0.0,2700.0,b3957
482,ADA,Adenosine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,36397.0,0.0,0.0,11.5,b1623
483,DADA,Deoxyadenosine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,36397.0,0.0,0.0,1.42,b1623
484,ADD,Adenine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,63691.0,0.0,0.0,141.2,b3665
485,ADSS,Adenylosuccinate synthase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,47345.0,0.0,0.0,1.59,b4177
486,AGDC,N-acetylglucosamine-6-phosphate deacetylase,Cytoplasmic,Alternate Carbon Metabolism,40949.0,0.0,0.0,95.875,b0677
487,ASNN,L-asparaginase,Cytoplasmic,Alanine and Aspartate Metabolism,33394.0,0.0,0.0,24.0,b1767 or b0828
488,ASNS2,Asparagine synthetase,Cytoplasmic,Alanine and Aspartate Metabolism,36651.0,0.0,0.0,0.82,b3744 or b0674
489,ASPCT,Aspartate carbamoyltransferase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,34427.0,0.0,0.0,417.0,(b4244 and b4245) or b4245
490,DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,34775.0,0.0,0.0,3.7,b0029
491,MCOATA_f,Malonyl-CoA-ACP transacylase,Cytoplasmic,Membrane Lipid Metabolism,41057.0,0.0,0.0,9.1,b1094 and b1092
492,IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,34775.0,0.0,0.0,3.7,b0029
493,DAPE_f,Diaminopimelate epimerase,Cytoplasmic,Threonine and Lysine Metabolism,30209.0,0.0,0.0,128.0,b3809
494,DHDPRy,Dihydrodipicolinate reductase (NADPH),Cytoplasmic,Threonine and Lysine Metabolism,28757.0,0.0,0.0,5.35,b0031
495,HSK,Homoserine kinase,Cytoplasmic,Threonine and Lysine Metabolism,33624.0,0.0,0.0,18.3,b0003
496,SDPTA_f,Succinyldiaminopimelate transaminase,Cytoplasmic,Threonine and Lysine Metabolism,39783.0,0.0,0.0,17.13666667,b3359 or b1302 or b1748 or b2662 or b0907
497,THRS,Threonine synthase,Cytoplasmic,Threonine and Lysine Metabolism,47114.0,0.0,0.0,5.42,b0004
498,HSST,Homoserine O-succinyltransferase,Cytoplasmic,Methionine Metabolism,35727.0,0.0,0.0,25.7,b4013
499,PPNDH,Prephenate dehydratase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",43111.0,0.0,0.0,48015.625,b2599
500,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",38010.0,0.0,0.0,122.0,b2601 or b0754 or b1704
501,NMNDA,Nicotinamide-nucleotide amidase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,17582.0,0.0,0.0,4.1,b2700
502,NNAM,Nicotinamidase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,23362.0,0.0,0.0,11.65,b1768
503,P5CD,1-pyrroline-5-carboxylate dehydrogenase,Cytoplasmic,Arginine and Proline Metabolism,143815.0,0.0,0.0,5.16,b1014
504,SPMDAT1,Spermidine acetyltransferase,Cytoplasmic,Arginine and Proline Metabolism,21887.0,0.0,0.0,8.7,b1584
505,SPMDAT2,Spermidine acetyltransferase (N8),Cytoplasmic,Arginine and Proline Metabolism,21887.0,0.0,0.0,8.7,b1584
506,TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",Cytoplasmic,Cell Envelope Biosynthesis,24218.0,0.0,0.0,32.4876,b3790
507,MALS,Malate synthase,Cytoplasmic,Anaplerotic Reactions,60274.0,0.0,0.0,48.1,b4014 or b2976
508,TRE6PP,Trehalose-phosphatase,Cytoplasmic,Alternate Carbon Metabolism,29175.0,0.0,0.0,14.45,b1897
509,EX_met__D_e_f,D-Methionine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
510,EX_tartr__L_e_f,L-tartrate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
511,EX_taur_e_f,Taurine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
512,EX_maltpt_e_f,Maltopentaose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
513,EX_glcur_e_f,D-Glucuronate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
514,ADPRDP,ADPribose diphosphatase,Cytoplasmic,Nucleotide Salvage Pathway,21153.0,0.0,0.0,11.6,b3397 or b3034
515,ARAI_f,L-arabinose isomerase,Cytoplasmic,Alternate Carbon Metabolism,56074.0,0.0,0.0,23.65,b0062
516,M1PD_f,Mannitol-1-phosphate 5-dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,41139.0,0.0,0.0,9.55,b3600
517,G3PD2_f,Glycerol-3-phosphate dehydrogenase (NADP),Cytoplasmic,Alternate Carbon Metabolism,36362.0,0.0,0.0,113.1567,b3608
518,GALS3,A-galactosidase (melibiose),Cytoplasmic,Alternate Carbon Metabolism,50657.0,0.0,0.0,7.3875,b4119
519,FCI_f,L-fucose isomerase,Cytoplasmic,Alternate Carbon Metabolism,64977.0,0.0,0.0,0.0287,b2802
520,FCLK,L-fuculokinase,Cytoplasmic,Alternate Carbon Metabolism,52259.0,0.0,0.0,14.80483333,b2803
521,FCLPA_f,L-fuculose 1-phosphate aldolase,Cytoplasmic,Alternate Carbon Metabolism,23222.0,0.0,0.0,19.0,b2738 or b2800
522,ACCOAL,Acetate-CoA ligase (ADP-forming),Inner Membrane,Alternate Carbon Metabolism,55077.0,55077.0,55077.0,51.46666667,b4069 or b0335
523,GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),Cytoplasmic,Cell Envelope Biosynthesis,32942.0,0.0,0.0,23.876,b1236
524,U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,36038.0,0.0,0.0,23.0,b0179
525,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",Cytoplasmic,Cell Envelope Biosynthesis,53344.0,0.0,0.0,1.3,b0085
526,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,Cytoplasmic,Cell Envelope Biosynthesis,53626.0,0.0,0.0,16.61666667,b0091
527,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Cytoplasmic,Cell Envelope Biosynthesis,46974.0,0.0,0.0,19.6,b0088
528,UGLYCH,Ureidoglycolate hydrolase,Cytoplasmic,Nitrogen Metabolism,18170.0,0.0,0.0,0.018,b0505
529,OP4ENH,2-oxopent-4-enoate hydratase,Cytoplasmic,Alternate Carbon Metabolism,28890.0,0.0,0.0,60.5,b0350
530,HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,Cytoplasmic,Alternate Carbon Metabolism,36470.0,0.0,0.0,5.6,b0352
531,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,Cytoplasmic,Alternate Carbon Metabolism,62186.0,0.0,0.0,117.0090215,b0347
532,AKGDH,2-Oxogluterate dehydrogenase,Cytoplasmic,Citric Acid Cycle,199761.0,0.0,0.0,1.2,b0727 and b0116 and b0726
533,HPYRRx,Hydroxypyruvate reductase (NADH),Cytoplasmic,Alternate Carbon Metabolism,35343.0,0.0,0.0,29.73333333,b1033 or b3553
534,GLYCDx,Glycerol dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,38712.0,0.0,0.0,2.71,b3945
535,ASP1DC,Aspartate 1-decarboxylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,13834.0,0.0,0.0,0.57,b0131
536,UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",Cytoplasmic,Cell Envelope Biosynthesis,47447.0,0.0,0.0,19.6,b0086
537,UHGADA,UDP-3-O-acetylglucosamine deacetylase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,33956.0,0.0,0.0,1.5,b0096
538,UAGAAT_f,UDP-N-acetylglucosamine acyltransferase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,36720.0,0.0,0.0,9.166666667,b1094 and b0181
539,ATPPRT,ATP phosphoribosyltransferase,Cytoplasmic,Histidine Metabolism,33367.0,0.0,0.0,2.7,b2019
540,HISTD,Histidinol dehydrogenase,Cytoplasmic,Histidine Metabolism,46110.0,0.0,0.0,1.136166667,b2020
541,IGPDH,Imidazoleglycerol-phosphate dehydratase,Cytoplasmic,Histidine Metabolism,40278.0,0.0,0.0,1000.0,b2022
542,PRPPS_f,Phosphoribosylpyrophosphate synthetase,Cytoplasmic,Histidine Metabolism,34218.0,0.0,0.0,0.66,b1207
543,PRATPP,Phosphoribosyl-ATP pyrophosphatase,Cytoplasmic,Histidine Metabolism,22756.0,0.0,0.0,90.13177273,b2026
544,PRMICI_f,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,Cytoplasmic,Histidine Metabolism,26033.0,0.0,0.0,14.3,b2024
545,SERAT_f,Serine O-acetyltransferase,Cytoplasmic,Cysteine Metabolism,29317.0,0.0,0.0,40.1,b3607
546,CYSS,Cysteine synthase,Cytoplasmic,Cysteine Metabolism,32664.0,0.0,0.0,24.0,b2421 or b2414
547,BPNT,"3',5'-bisphosphate nucleotidase",Cytoplasmic,Cysteine Metabolism,27176.0,0.0,0.0,11.4,b4214
548,PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),Cytoplasmic,Cysteine Metabolism,39783.0,0.0,0.0,3.5,(b2582 and b2762) or (b3781 and b2762)
549,ASPK_f,Aspartate kinase,Cytoplasmic,Threonine and Lysine Metabolism,48532.0,0.0,0.0,28.05,b0002 or b3940 or b4024
550,ASAD_f,Aspartate-semialdehyde dehydrogenase,Cytoplasmic,Threonine and Lysine Metabolism,40018.0,0.0,0.0,249.6225,b3433
551,DAPDC,Diaminopimelate decarboxylase,Cytoplasmic,Threonine and Lysine Metabolism,46177.0,0.0,0.0,4.45,b2838
552,EX_mmet_e_f,S-Methyl-L-methionine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
553,METAT,Methionine adenosyltransferase,Cytoplasmic,Methionine Metabolism,41952.0,0.0,0.0,1.5,b2942
554,ASCBPL,L-ascorbate 6-phosphate lactonase,Cytoplasmic,Alternate Carbon Metabolism,40061.0,0.0,0.0,6.04,b4192
555,ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,20164.0,0.0,0.0,0.058,b1993
556,ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,Inner Membrane,Cofactor and Prosthetic Group Biosynthesis,26386.0,26386.0,26386.0,0.67,b1992
557,ADOCBIK,Adenosyl cobinamide kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,20164.0,0.0,0.0,0.191,b1993
558,TMPK,Thiamine-phosphate kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,35071.0,0.0,0.0,0.063,b0417
559,HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",Cytoplasmic,Alternate Carbon Metabolism,34196.0,0.0,0.0,29.0,b0348
560,DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",Cytoplasmic,Alternate Carbon Metabolism,34196.0,0.0,0.0,29.0,b0348
561,HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",Cytoplasmic,Alternate Carbon Metabolism,31937.0,0.0,0.0,2.0,b0349
562,HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,31937.0,0.0,0.0,2.0,b0349
563,GLYCK2,Glycerate kinase,Cytoplasmic,Glycine and Serine Metabolism,39104.0,0.0,0.0,62.68985714,b3124
564,ENTCS,Enterochelin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,23259.0,0.0,0.0,1.0,b0583
565,SULR,Sulfite reductase (NADPH2),Cytoplasmic,Cysteine Metabolism,130268.0,0.0,0.0,189.3611111,b2764 and b2763
566,MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,100015.0,0.0,0.0,72.26175,b0732
567,URDGLYCD,Ureidoglycolate dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,37967.0,0.0,0.0,59.725,b0517
568,CBMKr_f,Carbamate kinase,Cytoplasmic,Nitrogen Metabolism,31644.0,0.0,0.0,319.0,b0521
569,AMANAPEr_f,N-acetylmannosamine 6-phosphate epimerase,Cytoplasmic,Alternate Carbon Metabolism,24074.0,0.0,0.0,9201.8125,b3223
570,ACM6PH,N-acetylmuramate 6-phosphate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,31220.0,0.0,0.0,5.7,b2428
571,NNATr_f,Nicotinate-nucleotide adenylyltransferase,Cytoplasmic,Nucleotide Salvage Pathway,24528.0,0.0,0.0,5.5,b0639
572,CYTDH,Cytidine hydrolase,Cytoplasmic,Alternate Carbon Metabolism,32561.0,0.0,0.0,11.6,b2162 or b0651 or b0030
573,PSERT,Phosphoserine transaminase,Cytoplasmic,Glycine and Serine Metabolism,39783.0,0.0,0.0,1.54,b0907
574,AIRC2,Phosphoribosylaminoimidazole carboxylase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,39461.0,0.0,0.0,5.9,b0522
575,GAPD_f,Glyceraldehyde-3-phosphate dehydrogenase,Cytoplasmic,Glycolysis/Gluconeogenesis,35532.0,0.0,0.0,70.0,b1779
576,HEX1,Hexokinase (D-glucose:ATP),Cytoplasmic,Glycolysis/Gluconeogenesis,34723.0,0.0,0.0,110.075,b2388
577,GND,Phosphogluconate dehydrogenase,Cytoplasmic,Pentose Phosphate Pathway,51481.0,0.0,0.0,98.0,b2029
578,TAUDO,Taurine dioxygenase,Cytoplasmic,Alternate Carbon Metabolism,32410.0,0.0,0.0,3.3,b0368
579,DM_amob_c,Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system,Cytoplasmic,Intracellular demand,0.0,0.0,0.0,100000000.0,
580,ME2,Malic enzyme (NADP),Cytoplasmic,Anaplerotic Reactions,82417.0,0.0,0.0,66.6,b2463
581,ARGSL_f,Argininosuccinate lyase,Cytoplasmic,Arginine and Proline Metabolism,50318.0,0.0,0.0,1359.545,b3960
582,CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),Cytoplasmic,Arginine and Proline Metabolism,159273.0,0.0,0.0,3.653333333,b0032 and b0033
583,GLU5K,Glutamate 5-kinase,Cytoplasmic,Arginine and Proline Metabolism,39057.0,0.0,0.0,908.0,b0242
584,IPPS,2-isopropylmalate synthase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",57298.0,0.0,0.0,330.0,b0074
585,EX_mg2_e_f,Mg exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
586,ACOATA_f,Acetyl-CoA ACP transacylase,Cytoplasmic,Membrane Lipid Metabolism,42155.0,0.0,0.0,3.765,b1094 and b1091
587,MLTG2,Maltodextrin glucosidase (maltotetraose),Cytoplasmic,Alternate Carbon Metabolism,69041.0,0.0,0.0,845.0,b0403
588,MLTG1,Maltodextrin glucosidase (maltotriose),Cytoplasmic,Alternate Carbon Metabolism,69041.0,0.0,0.0,26.6,b0403
589,AMALT3,Amylomaltase (maltopentaose),Cytoplasmic,Alternate Carbon Metabolism,78503.0,0.0,0.0,1.3,b3416
590,MLTP3_f,Maltodextrin phosphorylase (maltoheptaose),Inner Membrane,Alternate Carbon Metabolism,90522.0,90522.0,90522.0,47.0,b3417
591,SPODM,Superoxide dismutase,Cytoplasmic,Unassigned,21266.0,0.0,0.0,22300.0,b3908 or b1656
592,AHCYSNS,S-adenosylhomocysteine nucleosidase,Cytoplasmic,Methionine Metabolism,24354.0,0.0,0.0,2.1,b0159
593,TMK,Thiamine kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,32397.0,0.0,0.0,14.80483333,b1106
594,NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),Cytoplasmic,Nucleotide Salvage Pathway,15046.0,0.0,0.0,25.8,b1759 or b2781
595,NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),Cytoplasmic,Nucleotide Salvage Pathway,15046.0,0.0,0.0,14.3,b2251 or b2781 or b1759
596,NTPP6,Nucleoside triphosphate pyrophosphorylase (atp),Cytoplasmic,Nucleotide Salvage Pathway,30412.0,0.0,0.0,8.6095,b2781 or b0905
597,NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),Cytoplasmic,Nucleotide Salvage Pathway,16371.0,0.0,0.0,90.13177273,b2781 or b2251 or b3248
598,NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),Cytoplasmic,Nucleotide Salvage Pathway,21515.0,0.0,0.0,95.0,b2781 or b3248
599,P5CR,Pyrroline-5-carboxylate reductase,Cytoplasmic,Arginine and Proline Metabolism,28145.0,0.0,0.0,148.3333333,b0386
600,CYANST,Cyanide sulfurtransferase,Inner Membrane,Unassigned,18639.0,18639.0,18639.0,230.0,b3425 or b2668 or b2521
601,DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,40338.0,0.0,0.0,38.69725,b0414
602,G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),Cytoplasmic,Arginine and Proline Metabolism,0.0,0.0,0.0,100000000.0,s0001
603,GMAND,GDP-D-mannose dehydratase,Cytoplasmic,Cell Envelope Biosynthesis,42047.0,0.0,0.0,5.0,b2053
604,PPCSCT,Propanoyl-CoA: succinate CoA-transferase,Cytoplasmic,Alternate Carbon Metabolism,53824.0,0.0,0.0,70.9,b2920
605,CYTD,Cytidine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,31540.0,0.0,0.0,4.8,b2143
606,DCYTD,Deoxycytidine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,31540.0,0.0,0.0,3.5,b2143
607,DBTS,Dethiobiotin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,25024.0,0.0,0.0,0.64,b0778
608,DCTPD,DCTP deaminase,Cytoplasmic,Nucleotide Salvage Pathway,21249.0,0.0,0.0,1.24,b2065
609,DHDPS,Dihydrodipicolinate synthase,Cytoplasmic,Threonine and Lysine Metabolism,31270.0,0.0,0.0,36.2,b2478
610,G1PACT,Glucosamine-1-phosphate N-acetyltransferase,Cytoplasmic,Cell Envelope Biosynthesis,49190.0,0.0,0.0,840.5,b3730
611,GART,GAR transformylase-T,Cytoplasmic,Purine and Pyrimidine Biosynthesis,42434.0,0.0,0.0,16.78547619,b1849
612,CSND,Cytosine deaminase,Cytoplasmic,Nucleotide Salvage Pathway,47591.0,0.0,0.0,165.0,b0337
613,GF6PTA,Glutamine-fructose-6-phosphate transaminase,Cytoplasmic,Cell Envelope Biosynthesis,66894.0,0.0,0.0,15.81,b3729
614,H2SO,Hydrogen sulfide oxidation,Inner Membrane,Inorganic Ion Transport and Metabolism,0.0,0.0,0.0,100000000.0,
615,GLUCYS,Gamma-glutamylcysteine synthetase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,58269.0,0.0,0.0,33.31666667,b2688
616,GLUN,Glutaminase,Cytoplasmic,Glutamate Metabolism,32888.0,0.0,0.0,487.4666667,b0485 or b1524
617,GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,56488.0,0.0,0.0,58.2,b2312
618,GMPR,GMP reductase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,37384.0,0.0,0.0,0.28,b0104
