,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_Mw_c,Rxn_Mw_t,Rxn_Mw_p,Rxn_kcat,Rxn_genes_rules
3122,BUTtex_b,Butyrate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3123,CHLtex_b,Choline transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3124,CO2tex_b,CO2 transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3125,CRNtex_b,L-carnitine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3126,DINStex_b,Deoxyinosine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3127,DMStex_b,Dimethyl sulfide transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3128,CSNtex_b,Cytosine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3129,CYNTtex_b,Cyanate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0241 or b0929 or b1377
3130,CYStex_b,L-cysteine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3131,CYTDtex_b,Cytidine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3132,DCAtex_b,Decanoate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3133,DCYTtex_b,Deoxycytidine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",33589.0,0.0,0.0,100000000.0,b0411
3134,DGSNtex_b,Deoxyguanosine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3135,LCTStex_b,Lactose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3136,LEUtex_b,L-leucine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3137,LYStex_b,L-lysine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3138,LYXtex_b,L-Lyxose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3139,MANtex_b,D-mannose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3140,MAN6Ptex_b,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0241 or b0929 or b1377
3141,MELIBtex_b,Melibiose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3142,DMSOtex_b,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3143,DURItex_b,Deoxyuridine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",33589.0,0.0,0.0,100000000.0,b0411
3144,EX_mal__D_e_b,D-Malate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3145,FRUtex_b,D-fructose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3146,FUCtex_b,L-fucose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3147,FUMtex_b,Fumarate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3148,ACACT5r_b,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),Cytoplasmic,Membrane Lipid Metabolism,26242.0,0.0,0.0,14.8,b3845 or b2342
3149,FE2tex_b,Iron (II) transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b2215 or b0241 or b0929
3150,NMNtex_b,NMN transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3151,NO2tex_b,Nitrite transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3152,MTHFC_b,Methenyltetrahydrofolate cyclohydrolase,Cytoplasmic,Folate Metabolism,31044.0,0.0,0.0,134.0,b0529
3153,MTHFD_b,Methylenetetrahydrofolate dehydrogenase (NADP),Cytoplasmic,Folate Metabolism,31044.0,0.0,0.0,14.0,b0529
3154,BUTt2rpp_b,"Butyrate transport via proton symport, reversible (periplasm)",Inner Membrane,"Transport, Inner Membrane",47528.0,47528.0,47528.0,22.0,b2223
3155,GDPtex_b,GDP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0929 or b1377 or b2215 or b0241
3156,EX_cobalt2_e_b,Co2+ exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3157,TMAtex_b,Trimethylamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3158,TMAOtex_b,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3159,TREtex_b,Trehalose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3160,ACACT6r_b,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),Cytoplasmic,Membrane Lipid Metabolism,26242.0,0.0,0.0,14.8,b2342 or b3845
3161,TRPtex_b,L-tryptophan transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3162,TSULtex_b,Thiosulfate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3163,TYRtex_b,L-tyrosine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3164,URAtex_b,Uracil transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3165,UREAtex_b,Urea transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3166,URItex_b,Uridine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",33589.0,0.0,0.0,100000000.0,b0411
3167,VALtex_b,L-valine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3168,XANtex_b,Xanthine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3169,XYLtex_b,D-xylose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3170,ABUTtex_b,4-aminobutyrate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3171,GGGABADr_b,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,53419.0,0.0,0.0,26.1,b1300
3172,EX_mso3_e_b,Methanesulfonate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3173,EX_23camp_e_b,"2',3'-Cyclic AMP exchange",Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3174,EX_23cgmp_e_b,"2',3'-Cyclic GMP exchange",Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3175,EX_23cump_e_b,"2',3'-Cyclic UMP exchange",Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3176,EX_3amp_e_b,3'-AMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3177,EX_3gmp_e_b,3'-GMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3178,EX_3ump_e_b,3'-UMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3179,EX_glyc__R_e_b,(R)-Glycerate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3180,EX_eca4colipa_e_b,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3181,EX_sel_e_b,Selenate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3182,EX_hg2_e_b,Hg2+ exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3183,MALTATr_b,Maltose O-acetyltransferase,Cytoplasmic,Alternate Carbon Metabolism,20096.0,0.0,0.0,109.4666667,b0459
3184,23CAMPtex_b,23cAMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3185,23CCMPtex_b,23cCMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3186,23CUMPtex_b,23cUMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3187,23CGMPtex_b,23cGMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3188,3AMPtex_b,3AMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3189,3CMPtex_b,3CMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3190,ALAGLUE_b,L-alanyl-gamma-glutamate epimerase,Cytoplasmic,Murein Recycling,34674.0,0.0,0.0,17.0,b1325
3191,ETHSO3tex_b,Ethanesulfonate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3192,BUTSO3tex_b,Butanesulfonate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3193,LIPOtex_b,Lipoate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b2215 or b0929 or b0241
3194,GALBDtex_b,Beta D-galactose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0241 or b0929 or b1377
3195,SULFACtex_b,Sulfoaceate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b2215 or b0241 or b0929
3196,EX_sulfac_e_b,Sulfoacetate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3197,EX_butso3_e_b,Butanesulfonate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3198,EX_ethso3_e_b,Ethanesulfonate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3199,NOtex_b,Nitric oxide transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3200,NOtpp_b,NO transport (diffusion),Inner Membrane,Inorganic Ion Transport and Metabolism,0.0,0.0,0.0,100000000.0,s0001
3201,N2Otpp_b,Nitrious oxide transport (diffusion),Inner Membrane,Inorganic Ion Transport and Metabolism,0.0,0.0,0.0,100000000.0,s0001
3202,N2Otex_b,Nitrious oxide transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3203,CRNt2rpp_b,L-carnitine outward transport (H+ antiport),Inner Membrane,"Transport, Inner Membrane",54846.0,54846.0,54846.0,22.0,b4111
3204,CRNDt2rpp_b,D-carnitine outward transport (H+ antiport),Inner Membrane,"Transport, Inner Membrane",54846.0,54846.0,54846.0,22.0,b4111
3205,CTBTt2rpp_b,Cronobetaine outward transport (H+ antiport),Inner Membrane,"Transport, Inner Membrane",54846.0,54846.0,54846.0,22.0,b4111
3206,PACALDt2rpp_b,Phenylacetaldehyde reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,
3207,PEAMNtex_b,Phenethylamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3208,PACALDtex_b,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3209,CYANtex_b,Cyanide transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3210,SO3tex_b,Sulfite transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3211,TCYNTtex_b,Thiocyanate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3212,METSOX1tex_b,L-methionine S-oxide diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3213,METSOX2tex_b,L-methionine R-oxide diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3214,3UMPtex_b,3UMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3215,3GMPtex_b,3GMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3216,FALDtpp_b,Formaldehyde transport via diffusion (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,s0001
3217,EX_tym_e_b,Tyramine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3218,EX_imp_e_b,IMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3219,DOPAtex_b,Dopamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3220,4HOXPACDtex_b,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3221,ETHAtex_b,Ethanolamine transport via diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3222,G3PStex_b,Glycerophosphserine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3223,ACGAL1Ptex_b,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3224,ACGALtex_b,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3225,GLCUR1Ptex_b,D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3226,UDPGLCURtex_b,UDP-D-glucuronate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3227,ISETACtex_b,Isethionate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3228,UDPGtex_b,UDPglucose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3229,UDPGALtex_b,UDPgalactose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0929 or b1377 or b2215 or b0241
3230,ACGAM1Ptex_b,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3231,UACGAMtex_b,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3232,UDPACGALtex_b,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3233,CBLAT_b,Cob(I)alamin adenosyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21999.0,0.0,0.0,0.11,b1270
3234,MSO3tex_b,Methanesulfonate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3235,ARABDI_b,L-fucose isomerase,Cytoplasmic,Alternate Carbon Metabolism,64977.0,0.0,0.0,0.0287,b2802
3236,GLYC2Ptex_b,Glycerol-2-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3237,PSERtex_b,Phospho-L-serine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3238,R5Ptex_b,Ribose 5-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3239,THRPtex_b,Phospho-L-threonine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3240,TYRPtex_b,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3241,CITtex_b,Citrate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3242,ACGAtex_b,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3243,EX_cd2_e_b,Cadmium exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3244,IDONt2rpp_b,"L-idonate transport via proton symport, reversible (periplasm)",Inner Membrane,"Transport, Inner Membrane",46041.0,46041.0,46041.0,59.36758824,b4265
3245,G6Ptex_b,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3246,MOBDtex_b,Molybdate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3247,NI2tex_b,Nickel transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3248,L_LACt2rpp_b,L-lactate reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",50677.0,50677.0,50677.0,22.0,b3603 or b2975
3249,EX_fe3hox_un_e_b,"Fe(III)hydoxamate, unloaded exchange",Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3250,EX_23dappa_e_b,"2,3-diaminopropionate exchange",Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3251,NH4tpp_b,Ammonia reversible transport (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,0.0,0.0,0.0,22.0,s0001 or b0451
3252,NO2t2rpp_b,"Nitrite transport in via proton symport, reversible (periplasm)",Inner Membrane,Inorganic Ion Transport and Metabolism,28563.0,28563.0,28563.0,22.0,b1223 or b3367
3253,FRULYSDG_b,Fructoselysine phosphate deglycase,Cytoplasmic,Alternate Carbon Metabolism,38569.0,0.0,0.0,0.254816667,b3371
3254,PROt2rpp_b,L-proline reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",50216.0,50216.0,50216.0,22.0,b4111 or b0402
3255,EX_enter_e_b,Enterochelin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3256,EX_fecrm_un_e_b,Ferrichrome minus Fe(III) exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3257,EX_cgly_e_b,Cys-Gly exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3258,EX_chtbs_e_b,Chitobiose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3259,EX_gmp_e_b,GMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3260,EX_h2o2_e_b,Hydrogen peroxide exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3261,EX_ump_e_b,UMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3262,EX_pydam_e_b,Pyridoxamine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
3263,H2O2tex_b,Hydrogen peroxide transport via diffusion (external),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3264,ALLPI_b,Allose 6-phosphate isomerase,Cytoplasmic,Alternate Carbon Metabolism,16073.0,0.0,0.0,2100.0,b4090
3265,ALLULPE_b,Allulose 6-phosphate epimerase,Cytoplasmic,Alternate Carbon Metabolism,26109.0,0.0,0.0,9201.8125,b4085
3266,ADEtex_b,Adenine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3267,ADNtex_b,Adenosine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",33589.0,0.0,0.0,100000000.0,b0411
3268,AGMtex_b,Agmatine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3269,ALAtex_b,L-alanine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b1377 or b2215 or b0929
3270,BALAtex_b,Beta-alanine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3271,DALAtex_b,D-Alanine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3272,AMPtex_b,AMP transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0241 or b0929 or b1377
3273,ARBtex_b,L-arabinose transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3274,ARGtex_b,L-arginine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3275,ASCBtex_b,L-ascorbate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3276,MMETtex_b,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
3277,FE3tex_b,Iron (III) transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0241 or b0929 or b1377 or b2215
